ncbi_taxon_id,presented_samples,nr_phenotypes,pct_of_all_samples,name,dblinks,ismarker,files
563,46,2,0.1225,Shimwellia blattae,[],0,[]
564,30,4,0.0799,Escherichia fergusonii,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Escherichia_fergusonii_ATCC_35469.mat', '../AGORA-2.01\\reconstructions\\mat\\Escherichia_fergusonii_B253.mat', '../AGORA-2.01\\reconstructions\\mat\\Escherichia_fergusonii_ECD227.mat']"
565,22,2,0.0586,Escherichia hermannii,[],0,['../AGORA-2.01\\reconstructions\\mat\\Escherichia_hermannii_NBRC_105704.mat']
569,32,4,0.0852,Hafnia alvei,"[{""url"":""http://mvp.medgenius.info/microbes/569/Hafnia alvei"",""dbtype"":""MVP"",""anno"":""assoc w/ 6 phage clusters""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Hafnia_alvei_ATCC_51873.mat', '../AGORA-2.01\\reconstructions\\mat\\Hafnia_alvei_BIDMC_31.mat', '../AGORA-2.01\\reconstructions\\mat\\Hafnia_alvei_ERR2221402.mat', '../AGORA-2.01\\reconstructions\\mat\\Hafnia_alvei_FB1.mat', '../AGORA-2.01\\reconstructions\\mat\\Hafnia_alvei_HUMV_5920.mat']"
571,1164,30,3.0999,Klebsiella oxytoca,"[{""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/571"",""dbtype"":""drugbug-db"",""anno"":""interacts w/ 30 drugs""},{""dbtype"":""MVP"",""anno"":""assoc w/ 31 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/571/Klebsiella oxytoca""}]",11,"['../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_10_5243.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_10_5245.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_10_5248.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_11492_1.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_CAV1099.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_CAV1335.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_CAV1374.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_CHS143.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_E718.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_ERR2221287.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_ERR2221335.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_ERR2221348.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_ERR2221399.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_ERR2221400.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_ICU1_2b.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_JKo3.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_KCTC_1686.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_oxytoca_MGH88.mat']"
573,6282,48,16.7297,Klebsiella pneumoniae,"[{""anno"":""interacts w/ 108 drugs"",""dbtype"":""drugbug-db"",""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/573""},{""dbtype"":""MVP"",""anno"":""assoc w/ 107 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/573/Klebsiella pneumoniae""}]",17,"['../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_1162281.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_1191100241.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_342.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_361_1301.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_500_1420.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_540_1460.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_646_1568.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_ATCC_25955.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_ATCC_BAA_1705.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_ATCC_BAA_2146.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_CHS153.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_CHS222.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_DMC0526.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_ERR2221115.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_ERR2221116.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_ERR2221118.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_ERR2221121.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_ERR2221297.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_ERR2221368.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_ERR2221372.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_G5_2.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_hvKP1.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_JH1.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_KCTC_2242.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_KP_11.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_NTUH_K2044.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_pneumoniae_MGH78578.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_PR04.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_1084.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_12_3578.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_DSM_30104.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_Ecl8.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_HS11286.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH1.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH10.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH11.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH12.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH14.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH16.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH17.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH18.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH19.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH2.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH20.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH21.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH22.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH23.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH4.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH5.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH6.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH7.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH8.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH9.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_KpQ3.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_LZ.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_ST258_490.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_ST258_K26BO.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_ST258_K28BO.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_ST512_K30BO.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_WGLW1.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_WGLW2.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_pneumoniae_WGLW5.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_subsp_rhinoscleromatis_ATCC_13884.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC01.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC04.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC05.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC09.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC22.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC23.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC24.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC26.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC27.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC29.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC32.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC40.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC45.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC48.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC57.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC81.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_UHKPC_52.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_VAKPC252.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_VAKPC254.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_VAKPC269.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_VAKPC270.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_VAKPC276.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_VAKPC278.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_VAKPC280.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_VAKPC297.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_pneumoniae_VAKPC309.mat']"
576,455,17,1.2117,Klebsiella sp.,"[{""url"":""http://mvp.medgenius.info/microbes/576/Klebsiella sp."",""dbtype"":""MVP"",""anno"":""assoc w/ 1 phage clusters""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Klebsiella_sp_1_1_55.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_sp_4_1_44FAA.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_sp_M5al.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_sp_MS_92_3.mat', '../AGORA-2.01\\reconstructions\\mat\\Klebsiella_sp_OBRC7.mat']"
582,371,16,0.988,Morganella morganii,"[{""url"":""http://mvp.medgenius.info/microbes/582/Morganella morganii"",""anno"":""assoc w/ 6 phage clusters"",""dbtype"":""MVP""}]",6,"['../AGORA-2.01\\reconstructions\\mat\\Morganella_morganii_FDAARGOS_172.mat', '../AGORA-2.01\\reconstructions\\mat\\Morganella_morganii_FDAARGOS_63.mat', '../AGORA-2.01\\reconstructions\\mat\\Morganella_morganii_SC01.mat', '../AGORA-2.01\\reconstructions\\mat\\Morganella_morganii_subsp_morganii_KT.mat']"
584,314,18,0.8362,Proteus mirabilis,"[{""url"":""http://mvp.medgenius.info/microbes/584/Proteus mirabilis"",""anno"":""assoc w/ 5 phage clusters"",""dbtype"":""MVP""}]",1,"['../AGORA-2.01\\reconstructions\\mat\\Proteus_mirabilis_AOUC_001.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_mirabilis_ATCC_29906.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_mirabilis_C05028.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_mirabilis_CYPM1.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_mirabilis_HI4320.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_mirabilis_PR03.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_mirabilis_WGLW4.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_mirabilis_WGLW6.mat']"
585,100,9,0.2663,Proteus vulgaris,"[{""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/585"",""anno"":""interacts w/ 29 drugs"",""dbtype"":""drugbug-db""},{""anno"":""assoc w/ 6 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/585/Proteus vulgaris""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_08MAS1600.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_ATCC_49132.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_CICC.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_CSUR_P1867.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_CSUR_P1868.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_FDAARGOS_366.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_FDAARGOS_556.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_KCTC_2579.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_MGYG_HGUT_02516.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_NCTC10376.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_NCTC13145.mat', '../AGORA-2.01\\reconstructions\\mat\\Proteus_vulgaris_NCTC401.mat']"
587,53,4,0.1411,Providencia rettgeri,"[{""anno"":""assoc w/ 2 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/587/Providencia rettgeri""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Providencia_rettgeri_Dmel1.mat', '../AGORA-2.01\\reconstructions\\mat\\Providencia_rettgeri_DSM_1131.mat']"
588,312,7,0.8309,Providencia stuartii,"[{""anno"":""assoc w/ 5 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/588/Providencia stuartii""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Providencia_stuartii_ATCC_25827.mat', '../AGORA-2.01\\reconstructions\\mat\\Providencia_stuartii_FDAARGOS_87.mat', '../AGORA-2.01\\reconstructions\\mat\\Providencia_stuartii_MRSN_2154.mat']"
614,29,2,0.0772,Serratia liquefaciens,"[{""anno"":""assoc w/ 6 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/614/Serratia liquefaciens""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Serratia_liquefaciens_ATCC_27592.mat', '../AGORA-2.01\\reconstructions\\mat\\Serratia_liquefaciens_FDAARGOS_125.mat']"
615,97,6,0.2583,Serratia marcescens,"[{""url"":""http://mvp.medgenius.info/microbes/615/Serratia marcescens"",""dbtype"":""MVP"",""anno"":""assoc w/ 14 phage clusters""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Serratia_marcescens_LCT_SM213.mat', '../AGORA-2.01\\reconstructions\\mat\\Serratia_marcescens_subsp_marcescens_Db11.mat', '../AGORA-2.01\\reconstructions\\mat\\Serratia_marcescens_UCI88.mat', '../AGORA-2.01\\reconstructions\\mat\\Serratia_marcescens_WW4.mat']"
621,49,2,0.1305,Shigella boydii,"[{""url"":""http://mvp.medgenius.info/microbes/621/Shigella boydii"",""anno"":""assoc w/ 5 phage clusters"",""dbtype"":""MVP""}]",0,[]
623,717,14,1.9095,Shigella flexneri,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 12 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/623/Shigella flexneri""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_1485_80.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_2002017.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_2747_71.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_2850_71.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_2930_71.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_2a_strain_BS1025.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_2a_str_2457T.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_2a_str_301.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_4343_70.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_5a_str_M90T.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_5_str_8401.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_6603_63.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_CCH060.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_CDC_796_83.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_K_218.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_K_227.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_K_272.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_K_304.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_K_315.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_SFJ17B.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_flexneri_VA_6.mat']"
624,169,17,0.4501,Shigella sonnei,"[{""url"":""http://mvp.medgenius.info/microbes/624/Shigella sonnei"",""anno"":""assoc w/ 8 phage clusters"",""dbtype"":""MVP""}]",3,"['../AGORA-2.01\\reconstructions\\mat\\Shigella_sonnei_3226_85.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_sonnei_3233_85.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_sonnei_4822_66.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_sonnei_53G.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_sonnei_FDAARGOS_128.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_sonnei_FDAARGOS_71.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_sonnei_Ss046.mat', '../AGORA-2.01\\reconstructions\\mat\\Shigella_sonnei_str_Moseley.mat']"
630,2,1,0.0053,Yersinia enterocolitica,"[{""anno"":""assoc w/ 25 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/630/Yersinia enterocolitica""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_FORC_002.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_IP2222.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_IP_10393.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_NFO.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_enterocolitica_8081.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_enterocolitica_WA_314.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_palearctica_105_5Rr.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_palearctica_556_8265.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_palearctica_647_5307.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_palearctica_PhRBD_Ye1.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_palearctica_Y11.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_palearctica_YE_149.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_palearctica_YE_150.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_palearctica_YE_P1.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_palearctica_YE_P4.mat', '../AGORA-2.01\\reconstructions\\mat\\Yersinia_enterocolitica_subsp_palearctica_YO527.mat']"
632,9,2,0.024,Yersinia pestis,"[{""anno"":""assoc w/ 16 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/632/Yersinia pestis""}]",0,[]
638,325,1,0.8655,Arsenophonus nasoniae,[],0,[]
647,5,1,0.0133,Aeromonas sp.,"[{""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/647/Aeromonas sp.""}]",0,[]
648,15,5,0.0399,Aeromonas caviae,"[{""anno"":""interacts w/ 17 drugs"",""dbtype"":""drugbug-db"",""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/648""},{""dbtype"":""MVP"",""anno"":""assoc w/ 1 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/648/Aeromonas caviae""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Aeromonas_caviae_Ae398.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_caviae_FDAARGOS_72.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_caviae_FDAARGOS_75.mat']"
651,3,1,0.008,Aeromonas media,"[{""url"":""http://mvp.medgenius.info/microbes/651/Aeromonas media"",""dbtype"":""MVP"",""anno"":""assoc w/ 1 phage clusters""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Aeromonas_media_ARB13.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_media_WS.mat']"
654,17,4,0.0453,Aeromonas veronii,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 5 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/654/Aeromonas veronii""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Aeromonas_veronii_AER39.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_veronii_AER397.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_veronii_AMC34.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_veronii_AMC35.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_veronii_AVNIH1.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_veronii_B565.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_veronii_TH0426.mat']"
663,374,3,0.996,Vibrio alginolyticus,"[{""anno"":""assoc w/ 5 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/663/Vibrio alginolyticus""}]",0,[]
666,2,1,0.0053,Vibrio cholerae,"[{""url"":""http://mvp.medgenius.info/microbes/666/Vibrio cholerae"",""anno"":""assoc w/ 23 phage clusters"",""dbtype"":""MVP""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Vibrio_cholerae_A1552.mat', '../AGORA-2.01\\reconstructions\\mat\\Vibrio_cholerae_O1_biovar_El_Tor_str_N16961.mat']"
669,395,2,1.0519,Vibrio harveyi,"[{""url"":""http://mvp.medgenius.info/microbes/669/Vibrio harveyi"",""dbtype"":""MVP"",""anno"":""assoc w/ 3 phage clusters""}]",0,['../AGORA-2.01\\reconstructions\\mat\\Vibrio_harveyi_1DA3.mat']
670,14,1,0.0373,Vibrio parahaemolyticus,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 18 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/670/Vibrio parahaemolyticus""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Vibrio_parahaemolyticus_10329.mat', '../AGORA-2.01\\reconstructions\\mat\\Vibrio_parahaemolyticus_AN_5034.mat', '../AGORA-2.01\\reconstructions\\mat\\Vibrio_parahaemolyticus_AQ3810.mat', '../AGORA-2.01\\reconstructions\\mat\\Vibrio_parahaemolyticus_BB22OP.mat', '../AGORA-2.01\\reconstructions\\mat\\Vibrio_parahaemolyticus_FORC_008.mat', '../AGORA-2.01\\reconstructions\\mat\\Vibrio_parahaemolyticus_PCV08_7.mat', '../AGORA-2.01\\reconstructions\\mat\\Vibrio_parahaemolyticus_RIMD_2210633.mat', '../AGORA-2.01\\reconstructions\\mat\\Vibrio_parahaemolyticus_SNUVpS_1.mat', '../AGORA-2.01\\reconstructions\\mat\\Vibrio_parahaemolyticus_v110.mat']"
672,285,1,0.759,Vibrio vulnificus,"[{""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/672"",""anno"":""interacts w/ 14 drugs"",""dbtype"":""drugbug-db""},{""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/672/Vibrio vulnificus""}]",0,[]
